time_s,h_plus,h_cross,amplitude,frequency_Hz
6.8763375268e-01,1.6046335938e-46,1.9490495059e-46,9.8470885169e-22,146.529004
6.8765375308e-01,1.5653404122e-46,1.9743120782e-46,9.8470885169e-22,146.529004
6.8767375348e-01,1.5256681652e-46,1.9987978525e-46,9.8470885169e-22,146.529004
6.8769375388e-01,1.4856319485e-46,2.0225015465e-46,9.8470885169e-22,146.529004
6.8771375428e-01,1.4452469225e-46,2.0454181671e-46,9.8470885169e-22,146.529004
6.8773375468e-01,1.4045283062e-46,2.0675430101e-46,9.8470885169e-22,146.529004
6.8775375508e-01,1.3634913723e-46,2.0888716617e-46,9.8470885169e-22,146.529004
6.8777375548e-01,1.3221514414e-46,2.1093999979e-46,9.8470885169e-22,146.529004
6.8779375588e-01,1.2805238767e-46,2.1291241853e-46,9.8470885169e-22,146.529004
6.8781375628e-01,1.2386240785e-46,2.1480406812e-46,9.8470885169e-22,146.529004
6.8783375668e-01,1.1964674789e-46,2.1661462336e-46,9.8470885169e-22,146.529004
6.8785375708e-01,1.1540695363e-46,2.1834378809e-46,9.8470885169e-22,146.529004
6.8787375748e-01,1.1114457299e-46,2.1999129521e-46,9.8470885169e-22,146.529004
6.8789375788e-01,1.0686115546e-46,2.2155690666e-46,9.8470885169e-22,146.529004
6.8791375828e-01,1.0255825154e-46,2.2304041335e-46,9.8470885169e-22,146.529004
6.8793375868e-01,9.8237412217e-47,2.2444163513e-46,9.8470885169e-22,146.529004
6.8795375908e-01,9.3900188413e-47,2.2576042076e-46,9.8470885169e-22,146.529004
6.8797375948e-01,8.9548130479e-47,2.2699664782e-46,9.8470885169e-22,146.529004
6.8799375988e-01,8.5182787654e-47,2.2815022264e-46,9.8470885169e-22,146.529004
6.8801376028e-01,8.0805707541e-47,2.2922108022e-46,9.8470885169e-22,146.529004
6.8803376068e-01,7.6418435581e-47,2.3020918415e-46,9.8470885169e-22,146.529004
6.8805376108e-01,7.2022514537e-47,2.3111452649e-46,9.8470885169e-22,146.529004
6.8807376148e-01,6.7619483973e-47,2.3193712766e-46,9.8470885169e-22,146.529004
6.8809376188e-01,6.3210879742e-47,2.3267703635e-46,9.8470885169e-22,146.529004
6.8811376228e-01,5.8798233474e-47,2.3333432935e-46,9.8470885169e-22,146.529004
6.8813376268e-01,5.4383072068e-47,2.3390911142e-46,9.8470885169e-22,146.529004
6.8815376308e-01,4.9966917188e-47,2.3440151517e-46,9.8470885169e-22,146.529004
6.8817376348e-01,4.5551284765e-47,2.3481170087e-46,9.8470885169e-22,146.529004
6.8819376388e-01,4.1137684499e-47,2.3513985632e-46,9.8470885169e-22,146.529004
6.8821376428e-01,3.6727619365e-47,2.3538619663e-46,9.8470885169e-22,146.529004
6.8823376468e-01,3.2322585132e-47,2.3555096408e-46,9.8470885169e-22,146.529004
6.8825376508e-01,2.7924069871e-47,2.3563442789e-46,9.8470885169e-22,146.529004
6.8827376548e-01,2.3533553484e-47,2.3563688408e-46,9.8470885169e-22,146.529004
6.8829376588e-01,1.9152507224e-47,2.3555865518e-46,9.8470885169e-22,146.529004
6.8831376628e-01,1.4782393231e-47,2.3540009008e-46,9.8470885169e-22,146.529004
6.8833376668e-01,1.0424664061e-47,2.3516156379e-46,9.8470885169e-22,146.529004
6.8835376708e-01,6.0807622360e-48,2.3484347716e-46,9.8470885169e-22,146.529004
6.8837376748e-01,1.7521197814e-48,2.3444625673e-46,9.8470885169e-22,146.529004
6.8839376788e-01,-2.5598422169e-48,2.3397035440e-46,9.8470885169e-22,146.529004
6.8841376828e-01,-6.8537140571e-48,2.3341624721e-46,9.8470885169e-22,146.529004
6.8843376868e-01,-1.1128097859e-47,2.3278443706e-46,9.8470885169e-22,146.529004
6.8845376908e-01,-1.5381607994e-47,2.3207545047e-46,9.8470885169e-22,146.529004
6.8847376948e-01,-1.9612871514e-47,2.3128983828e-46,9.8470885169e-22,146.529004
6.8849376988e-01,-2.3820528565e-47,2.3042817535e-46,9.8470885169e-22,146.529004
6.8851377028e-01,-2.8003232806e-47,2.2949106028e-46,9.8470885169e-22,146.529004
6.8853377068e-01,-3.2159651815e-47,2.2847911514e-46,9.8470885169e-22,146.529004
6.8855377108e-01,-3.6288467485e-47,2.2739298511e-46,9.8470885169e-22,146.529004
6.8857377148e-01,-4.0388376425e-47,2.2623333820e-46,9.8470885169e-22,146.529004
6.8859377188e-01,-4.4458090341e-47,2.2500086493e-46,9.8470885169e-22,146.529004
6.8861377228e-01,-4.8496336423e-47,2.2369627800e-46,9.8470885169e-22,146.529004
6.8863377268e-01,-5.2501857714e-47,2.2232031193e-46,9.8470885169e-22,146.529004
6.8865377308e-01,-5.6473413478e-47,2.2087372278e-46,9.8470885169e-22,146.529004
6.8867377348e-01,-6.0409779564e-47,2.1935728775e-46,9.8470885169e-22,146.529004
6.8869377388e-01,-6.4309748754e-47,2.1777180484e-46,9.8470885169e-22,146.529004
6.8871377428e-01,-6.8172131109e-47,2.1611809254e-46,9.8470885169e-22,146.529004
6.8873377468e-01,-7.1995754311e-47,2.1439698940e-46,9.8470885169e-22,146.529004
6.8875377508e-01,-7.5779463993e-47,2.1260935370e-46,9.8470885169e-22,146.529004
6.8877377548e-01,-7.9522124060e-47,2.1075606310e-46,9.8470885169e-22,146.529004
6.8879377588e-01,-8.3222617005e-47,2.0883801419e-46,9.8470885169e-22,146.529004
6.8881377628e-01,-8.6879844223e-47,2.0685612219e-46,9.8470885169e-22,146.529004
6.8883377668e-01,-9.0492726304e-47,2.0481132051e-46,9.8470885169e-22,146.529004
6.8885377708e-01,-9.4060203332e-47,2.0270456037e-46,9.8470885169e-22,146.529004
6.8887377748e-01,-9.7581235166e-47,2.0053681040e-46,9.8470885169e-22,146.529004
6.8889377788e-01,-1.0105480172e-46,1.9830905627e-46,9.8470885169e-22,146.529004
6.8891377828e-01,-1.0447990323e-46,1.9602230022e-46,9.8470885169e-22,146.529004
6.8893377868e-01,-1.0785556052e-46,1.9367756072e-46,9.8470885169e-22,146.529004
6.8895377908e-01,-1.1118081524e-46,1.9127587202e-46,9.8470885169e-22,146.529004
6.8897377948e-01,-1.1445473014e-46,1.8881828373e-46,9.8470885169e-22,146.529004
6.8899377988e-01,-1.1767638927e-46,1.8630586042e-46,9.8470885169e-22,146.529004
6.8901378028e-01,-1.2084489825e-46,1.8373968116e-46,9.8470885169e-22,146.529004
6.8903378068e-01,-1.2395938444e-46,1.8112083916e-46,9.8470885169e-22,146.529004
6.8905378108e-01,-1.2701899720e-46,1.7845044126e-46,9.8470885169e-22,146.529004
6.8907378148e-01,-1.3002290806e-46,1.7572960753e-46,9.8470885169e-22,146.529004
6.8909378188e-01,-1.3297031094e-46,1.7295947087e-46,9.8470885169e-22,146.529004
6.8911378228e-01,-1.3586042233e-46,1.7014117650e-46,9.8470885169e-22,146.529004
6.8913378268e-01,-1.3869248143e-46,1.6727588158e-46,9.8470885169e-22,146.529004
6.8915378308e-01,-1.4146575039e-46,1.6436475474e-46,9.8470885169e-22,146.529004
6.8917378348e-01,-1.4417951441e-46,1.6140897562e-46,9.8470885169e-22,146.529004
6.8919378388e-01,-1.4683308193e-46,1.5840973446e-46,9.8470885169e-22,146.529004
6.8921378428e-01,-1.4942578475e-46,1.5536823161e-46,9.8470885169e-22,146.529004
6.8923378468e-01,-1.5195697819e-46,1.5228567712e-46,9.8470885169e-22,146.529004
6.8925378508e-01,-1.5442604118e-46,1.4916329023e-46,9.8470885169e-22,146.529004
6.8927378548e-01,-1.5683237642e-46,1.4600229897e-46,9.8470885169e-22,146.529004
6.8929378588e-01,-1.5917541048e-46,1.4280393970e-46,9.8470885169e-22,146.529004
6.8931378628e-01,-1.6145459385e-46,1.3956945662e-46,9.8470885169e-22,146.529004
6.8933378668e-01,-1.6366940111e-46,1.3630010133e-46,9.8470885169e-22,146.529004
6.8935378708e-01,-1.6581933098e-46,1.3299713237e-46,9.8470885169e-22,146.529004
6.8937378748e-01,-1.6790390638e-46,1.2966181477e-46,9.8470885169e-22,146.529004
6.8939378788e-01,-1.6992267450e-46,1.2629541960e-46,9.8470885169e-22,146.529004
6.8941378828e-01,-1.7187520689e-46,1.2289922346e-46,9.8470885169e-22,146.529004
6.8943378868e-01,-1.7376109948e-46,1.1947450810e-46,9.8470885169e-22,146.529004
6.8945378908e-01,-1.7557997262e-46,1.1602255988e-46,9.8470885169e-22,146.529004
6.8947378948e-01,-1.7733147113e-46,1.1254466937e-46,9.8470885169e-22,146.529004
6.8949378988e-01,-1.7901526432e-46,1.0904213086e-46,9.8470885169e-22,146.529004
6.8951379028e-01,-1.8063104598e-46,1.0551624192e-46,9.8470885169e-22,146.529004
6.8953379068e-01,-1.8217853443e-46,1.0196830292e-46,9.8470885169e-22,146.529004
6.8955379108e-01,-1.8365747249e-46,9.8399616608e-47,9.8470885169e-22,146.529004
6.8957379148e-01,-1.8506762747e-46,9.4811487621e-47,9.8470885169e-22,146.529004
6.8959379188e-01,-1.8640879116e-46,9.1205222048e-47,9.8470885169e-22,146.529004
6.8961379228e-01,-1.8768077981e-46,8.7582126974e-47,9.8470885169e-22,146.529004
6.8963379268e-01,-1.8888343407e-46,8.3943510025e-47,9.8470885169e-22,146.529004
6.8965379308e-01,-1.9001661898e-46,8.0290678926e-47,9.8470885169e-22,146.529004
6.8967379348e-01,-1.9108022390e-46,7.6624941043e-47,9.8470885169e-22,146.529004
6.8969379388e-01,-1.9207416245e-46,7.2947602946e-47,9.8470885169e-22,146.529004
6.8971379428e-01,-1.9299837245e-46,6.9259969957e-47,9.8470885169e-22,146.529004
6.8973379468e-01,-1.9385281584e-46,6.5563345715e-47,9.8470885169e-22,146.529004
6.8975379508e-01,-1.9463747859e-46,6.1859031730e-47,9.8470885169e-22,146.529004
6.8977379548e-01,-1.9535237064e-46,5.8148326952e-47,9.8470885169e-22,146.529004
6.8979379588e-01,-1.9599752575e-46,5.4432527331e-47,9.8470885169e-22,146.529004
6.8981379628e-01,-1.9657300144e-46,5.0712925388e-47,9.8470885169e-22,146.529004
6.8983379668e-01,-1.9707887885e-46,4.6990809789e-47,9.8470885169e-22,146.529004
6.8985379708e-01,-1.9751526262e-46,4.3267464912e-47,9.8470885169e-22,146.529004
6.8987379748e-01,-1.9788228078e-46,3.9544170431e-47,9.8470885169e-22,146.529004
6.8989379788e-01,-1.9818008457e-46,3.5822200894e-47,9.8470885169e-22,146.529004
6.8991379828e-01,-1.9840884835e-46,3.2102825305e-47,9.8470885169e-22,146.529004
6.8993379868e-01,-1.9856876942e-46,2.8387306718e-47,9.8470885169e-22,146.529004
6.8995379908e-01,-1.9866006784e-46,2.4676901822e-47,9.8470885169e-22,146.529004
6.8997379948e-01,-1.9868298631e-46,2.0972860536e-47,9.8470885169e-22,146.529004
6.8999379988e-01,-1.9863778996e-46,1.7276425615e-47,9.8470885169e-22,146.529004
6.9001380028e-01,-1.9852476618e-46,1.3588832246e-47,9.8470885169e-22,146.529004
6.9003380068e-01,-1.9834422444e-46,9.9113076579e-48,9.8470885169e-22,146.529004
6.9005380108e-01,-1.9809649609e-46,6.2450707342e-48,9.8470885169e-22,146.529004
6.9007380148e-01,-1.9778193417e-46,2.5913316273e-48,9.8470885169e-22,146.529004
6.9009380188e-01,-1.9740091317e-46,-1.0487086203e-48,9.8470885169e-22,146.529004
6.9011380228e-01,-1.9695382886e-46,-4.6738584508e-48,9.8470885169e-22,146.529004
6.9013380268e-01,-1.9644109803e-46,-8.2829361613e-48,9.8470885169e-22,146.529004
6.9015380308e-01,-1.9586315830e-46,-1.1874770269e-47,9.8470885169e-22,146.529004
6.9017380348e-01,-1.9522046786e-46,-1.5448199871e-47,9.8470885169e-22,146.529004
6.9019380388e-01,-1.9451350523e-46,-1.9002075001e-47,9.8470885169e-22,146.529004
6.9021380428e-01,-1.9374276904e-46,-2.2535256977e-47,9.8470885169e-22,146.529004
6.9023380468e-01,-1.9290877776e-46,-2.6046618750e-47,9.8470885169e-22,146.529004
6.9025380508e-01,-1.9201206944e-46,-2.9535045237e-47,9.8470885169e-22,146.529004
6.9027380548e-01,-1.9105320146e-46,-3.2999433662e-47,9.8470885169e-22,146.529004
6.9029380588e-01,-1.9003275026e-46,-3.6438693880e-47,9.8470885169e-22,146.529004
6.9031380628e-01,-1.8895131106e-46,-3.9851748702e-47,9.8470885169e-22,146.529004
6.9033380668e-01,-1.8780949757e-46,-4.3237534211e-47,9.8470885169e-22,146.529004
6.9035380708e-01,-1.8660794175e-46,-4.6595000072e-47,9.8470885169e-22,146.529004
6.9037380748e-01,-1.8534729346e-46,-4.9923109841e-47,9.8470885169e-22,146.529004
6.9039380788e-01,-1.8402822023e-46,-5.3220841262e-47,9.8470885169e-22,146.529004
6.9041380828e-01,-1.8265140689e-46,-5.6487186557e-47,9.8470885169e-22,146.529004
6.9043380868e-01,-1.8121755534e-46,-5.9721152723e-47,9.8470885169e-22,146.529004
6.9045380908e-01,-1.7972738419e-46,-6.2921761802e-47,9.8470885169e-22,146.529004
6.9047380948e-01,-1.7818162846e-46,-6.6088051162e-47,9.8470885169e-22,146.529004
6.9049380988e-01,-1.7658103927e-46,-6.9219073765e-47,9.8470885169e-22,146.529004
6.9051381028e-01,-1.7492638351e-46,-7.2313898426e-47,9.8470885169e-22,146.529004
6.9053381068e-01,-1.7321844354e-46,-7.5371610073e-47,9.8470885169e-22,146.529004
6.9055381108e-01,-1.7145801682e-46,-7.8391309992e-47,9.8470885169e-22,146.529004
6.9057381148e-01,-1.6964591559e-46,-8.1372116070e-47,9.8470885169e-22,146.529004
6.9059381188e-01,-1.6778296656e-46,-8.4313163033e-47,9.8470885169e-22,146.529004
6.9061381228e-01,-1.6587001055e-46,-8.7213602674e-47,9.8470885169e-22,146.529004
6.9063381268e-01,-1.6390790211e-46,-9.0072604074e-47,9.8470885169e-22,146.529004
6.9065381308e-01,-1.6189750924e-46,-9.2889353818e-47,9.8470885169e-22,146.529004
6.9067381348e-01,-1.5983971301e-46,-9.5663056204e-47,9.8470885169e-22,146.529004
6.9069381388e-01,-1.5773540717e-46,-9.8392933446e-47,9.8470885169e-22,146.529004
6.9071381428e-01,-1.5558549785e-46,-1.0107822587e-46,9.8470885169e-22,146.529004
6.9073381468e-01,-1.5339090317e-46,-1.0371819209e-46,9.8470885169e-22,146.529004
6.9075381508e-01,-1.5115255289e-46,-1.0631210920e-46,9.8470885169e-22,146.529004
6.9077381548e-01,-1.4887138802e-46,-1.0885927296e-46,9.8470885169e-22,146.529004
6.9079381588e-01,-1.4654836050e-46,-1.1135899794e-46,9.8470885169e-22,146.529004
6.9081381628e-01,-1.4418443278e-46,-1.1381061767e-46,9.8470885169e-22,146.529004
6.9083381668e-01,-1.4178057748e-46,-1.1621348484e-46,9.8470885169e-22,146.529004
6.9085381708e-01,-1.3933777700e-46,-1.1856697141e-46,9.8470885169e-22,146.529004
6.9087381748e-01,-1.3685702316e-46,-1.2087046872e-46,9.8470885169e-22,146.529004
6.9089381788e-01,-1.3433931681e-46,-1.2312338770e-46,9.8470885169e-22,146.529004
6.9091381828e-01,-1.3178566747e-46,-1.2532515893e-46,9.8470885169e-22,146.529004
6.9093381868e-01,-1.2919709291e-46,-1.2747523276e-46,9.8470885169e-22,146.529004
6.9095381908e-01,-1.2657461881e-46,-1.2957307946e-46,9.8470885169e-22,146.529004
6.9097381948e-01,-1.2391927836e-46,-1.3161818927e-46,9.8470885169e-22,146.529004
6.9099381988e-01,-1.2123211188e-46,-1.3361007255e-46,9.8470885169e-22,146.529004
6.9101382028e-01,-1.1851416643e-46,-1.3554825981e-46,9.8470885169e-22,146.529004
6.9103382068e-01,-1.1576649543e-46,-1.3743230184e-46,9.8470885169e-22,146.529004
6.9105382108e-01,-1.1299015827e-46,-1.3926176974e-46,9.8470885169e-22,146.529004
6.9107382148e-01,-1.1018621992e-46,-1.4103625502e-46,9.8470885169e-22,146.529004
6.9109382188e-01,-1.0735575056e-46,-1.4275536964e-46,9.8470885169e-22,146.529004
6.9111382228e-01,-1.0449982518e-46,-1.4441874608e-46,9.8470885169e-22,146.529004
6.9113382268e-01,-1.0161952318e-46,-1.4602603736e-46,9.8470885169e-22,146.529004
6.9115382308e-01,-9.8715928005e-47,-1.4757691707e-46,9.8470885169e-22,146.529004
6.9117382348e-01,-9.5790126759e-47,-1.4907107945e-46,9.8470885169e-22,146.529004
6.9119382388e-01,-9.2843209797e-47,-1.5050823936e-46,9.8470885169e-22,146.529004
6.9121382428e-01,-8.9876270354e-47,-1.5188813231e-46,9.8470885169e-22,146.529004
6.9123382468e-01,-8.6890404156e-47,-1.5321051448e-46,9.8470885169e-22,146.529004
6.9125382508e-01,-8.3886709035e-47,-1.5447516272e-46,9.8470885169e-22,146.529004
6.9127382548e-01,-8.0866284545e-47,-1.5568187452e-46,9.8470885169e-22,146.529004
6.9129382588e-01,-7.7830231576e-47,-1.5683046804e-46,9.8470885169e-22,146.529004
6.9131382628e-01,-7.4779651977e-47,-1.5792078203e-46,9.8470885169e-22,146.529004
6.9133382668e-01,-7.1715648170e-47,-1.5895267587e-46,9.8470885169e-22,146.529004
6.9135382708e-01,-6.8639322771e-47,-1.5992602948e-46,9.8470885169e-22,146.529004
6.9137382748e-01,-6.5551778215e-47,-1.6084074330e-46,9.8470885169e-22,146.529004
6.9139382788e-01,-6.2454116376e-47,-1.6169673828e-46,9.8470885169e-22,146.529004
6.9141382828e-01,-5.9347438193e-47,-1.6249395574e-46,9.8470885169e-22,146.529004
6.9143382868e-01,-5.6232843297e-47,-1.6323235738e-46,9.8470885169e-22,146.529004
6.9145382908e-01,-5.3111429641e-47,-1.6391192521e-46,9.8470885169e-22,146.529004
6.9147382948e-01,-4.9984293126e-47,-1.6453266142e-46,9.8470885169e-22,146.529004
6.9149382988e-01,-4.6852527242e-47,-1.6509458835e-46,9.8470885169e-22,146.529004
6.9151383028e-01,-4.3717222695e-47,-1.6559774839e-46,9.8470885169e-22,146.529004
6.9153383068e-01,-4.0579467050e-47,-1.6604220388e-46,9.8470885169e-22,146.529004
6.9155383108e-01,-3.7440344368e-47,-1.6642803699e-46,9.8470885169e-22,146.529004
6.9157383148e-01,-3.4300934853e-47,-1.6675534965e-46,9.8470885169e-22,146.529004
6.9159383188e-01,-3.1162314493e-47,-1.6702426343e-46,9.8470885169e-22,146.529004
6.9161383228e-01,-2.8025554710e-47,-1.6723491939e-46,9.8470885169e-22,146.529004
6.9163383268e-01,-2.4891722013e-47,-1.6738747797e-46,9.8470885169e-22,146.529004
6.9165383308e-01,-2.1761877652e-47,-1.6748211888e-46,9.8470885169e-22,146.529004
6.9167383348e-01,-1.8637077272e-47,-1.6751904091e-46,9.8470885169e-22,146.529004
6.9169383388e-01,-1.5518370579e-47,-1.6749846186e-46,9.8470885169e-22,146.529004
6.9171383428e-01,-1.2406801002e-47,-1.6742061832e-46,9.8470885169e-22,146.529004
6.9173383468e-01,-9.3034053605e-48,-1.6728576554e-46,9.8470885169e-22,146.529004
6.9175383508e-01,-6.2092135371e-48,-1.6709417728e-46,9.8470885169e-22,146.529004
6.9177383548e-01,-3.1252481513e-48,-1.6684614563e-46,9.8470885169e-22,146.529004
6.9179383588e-01,-5.2524238936e-50,-1.6654198083e-46,9.8470885169e-22,146.529004
6.9181383628e-01,3.0079510648e-48,-1.6618201110e-46,9.8470885169e-22,146.529004
6.9183383668e-01,6.0551788388e-48,-1.6576658248e-46,9.8470885169e-22,146.529004
6.9185383708e-01,9.0881686855e-48,-1.6529605859e-46,9.8470885169e-22,146.529004
6.9187383748e-01,1.2105939036e-47,-1.6477082046e-46,9.8470885169e-22,146.529004
6.9189383788e-01,1.5107517449e-47,-1.6419126635e-46,9.8470885169e-22,146.529004
6.9191383828e-01,1.8091940912e-47,-1.6355781151e-46,9.8470885169e-22,146.529004
6.9193383868e-01,2.1058256128e-47,-1.6287088800e-46,9.8470885169e-22,146.529004
6.9195383908e-01,2.4005519805e-47,-1.6213094446e-46,9.8470885169e-22,146.529004
6.9197383948e-01,2.6932798941e-47,-1.6133844587e-46,9.8470885169e-22,146.529004
6.9199383988e-01,2.9839171101e-47,-1.6049387337e-46,9.8470885169e-22,146.529004
6.9201384028e-01,3.2723724687e-47,-1.5959772400e-46,9.8470885169e-22,146.529004
6.9203384068e-01,3.5585559215e-47,-1.5865051049e-46,9.8470885169e-22,146.529004
6.9205384108e-01,3.8423785571e-47,-1.5765276097e-46,9.8470885169e-22,146.529004
6.9207384148e-01,4.1237526274e-47,-1.5660501880e-46,9.8470885169e-22,146.529004
6.9209384188e-01,4.4025915729e-47,-1.5550784226e-46,9.8470885169e-22,146.529004
6.9211384228e-01,4.6788100477e-47,-1.5436180434e-46,9.8470885169e-22,146.529004
6.9213384268e-01,4.9523239436e-47,-1.5316749248e-46,9.8470885169e-22,146.529004
6.9215384308e-01,5.2230504144e-47,-1.5192550829e-46,9.8470885169e-22,146.529004
6.9217384348e-01,5.4909078987e-47,-1.5063646729e-46,9.8470885169e-22,146.529004
6.9219384388e-01,5.7558161431e-47,-1.4930099867e-46,9.8470885169e-22,146.529004
6.9221384428e-01,6.0176962242e-47,-1.4791974501e-46,9.8470885169e-22,146.529004
6.9223384468e-01,6.2764705707e-47,-1.4649336198e-46,9.8470885169e-22,146.529004
6.9225384508e-01,6.5320629839e-47,-1.4502251809e-46,9.8470885169e-22,146.529004
6.9227384548e-01,6.7843986590e-47,-1.4350789441e-46,9.8470885169e-22,146.529004
6.9229384588e-01,7.0334042046e-47,-1.4195018428e-46,9.8470885169e-22,146.529004
6.9231384628e-01,7.2790076628e-47,-1.4035009302e-46,9.8470885169e-22,146.529004
6.9233384668e-01,7.5211385272e-47,-1.3870833764e-46,9.8470885169e-22,146.529004
6.9235384708e-01,7.7597277623e-47,-1.3702564655e-46,9.8470885169e-22,146.529004
6.9237384748e-01,7.9947078205e-47,-1.3530275929e-46,9.8470885169e-22,146.529004
6.9239384788e-01,8.2260126595e-47,-1.3354042618e-46,9.8470885169e-22,146.529004
6.9241384828e-01,8.4535777589e-47,-1.3173940808e-46,9.8470885169e-22,146.529004
6.9243384868e-01,8.6773401365e-47,-1.2990047602e-46,9.8470885169e-22,146.529004
6.9245384908e-01,8.8972383633e-47,-1.2802441097e-46,9.8470885169e-22,146.529004
6.9247384948e-01,9.1132125785e-47,-1.2611200347e-46,9.8470885169e-22,146.529004
6.9249384988e-01,9.3252045037e-47,-1.2416405335e-46,9.8470885169e-22,146.529004
6.9251385028e-01,9.5331574567e-47,-1.2218136944e-46,9.8470885169e-22,146.529004
6.9253385068e-01,9.7370163643e-47,-1.2016476920e-46,9.8470885169e-22,146.529004
6.9255385108e-01,9.9367277750e-47,-1.1811507845e-46,9.8470885169e-22,146.529004
6.9257385148e-01,1.0132239870e-46,-1.1603313106e-46,9.8470885169e-22,146.529004
6.9259385188e-01,1.0323502477e-46,-1.1391976859e-46,9.8470885169e-22,146.529004
6.9261385228e-01,1.0510467076e-46,-1.1177584001e-46,9.8470885169e-22,146.529004
6.9263385268e-01,1.0693086815e-46,-1.0960220135e-46,9.8470885169e-22,146.529004
6.9265385308e-01,1.0871316514e-46,-1.0739971543e-46,9.8470885169e-22,146.529004
6.9267385348e-01,1.1045112679e-46,-1.0516925145e-46,9.8470885169e-22,146.529004
6.9269385388e-01,1.1214433505e-46,-1.0291168478e-46,9.8470885169e-22,146.529004
6.9271385428e-01,1.1379238889e-46,-1.0062789651e-46,9.8470885169e-22,146.529004
6.9273385468e-01,1.1539490431e-46,-9.8318773245e-47,9.8470885169e-22,146.529004
6.9275385508e-01,1.1695151445e-46,-9.5985206692e-47,9.8470885169e-22,146.529004
6.9277385548e-01,1.1846186964e-46,-9.3628093379e-47,9.8470885169e-22,146.529004
6.9279385588e-01,1.1992563742e-46,-9.1248334314e-47,9.8470885169e-22,146.529004
6.9281385628e-01,1.2134250263e-46,-8.8846834662e-47,9.8470885169e-22,146.529004
6.9283385668e-01,1.2271216741e-46,-8.6424503418e-47,9.8470885169e-22,146.529004
6.9285385708e-01,1.2403435125e-46,-8.3982253079e-47,9.8470885169e-22,146.529004
6.9287385748e-01,1.2530879103e-46,-8.1520999321e-47,9.8470885169e-22,146.529004
6.9289385788e-01,1.2653524101e-46,-7.9041660670e-47,9.8470885169e-22,146.529004
6.9291385828e-01,1.2771347287e-46,-7.6545158175e-47,9.8470885169e-22,146.529004
6.9293385868e-01,1.2884327571e-46,-7.4032415088e-47,9.8470885169e-22,146.529004
6.9295385908e-01,1.2992445605e-46,-7.1504356533e-47,9.8470885169e-22,146.529004
6.9297385948e-01,1.3095683783e-46,-6.8961909184e-47,9.8470885169e-22,146.529004
6.9299385988e-01,1.3194026240e-46,-6.6406000945e-47,9.8470885169e-22,146.529004
6.9301386028e-01,1.3287458851e-46,-6.3837560621e-47,9.8470885169e-22,146.529004
6.9303386068e-01,1.3375969228e-46,-6.1257517602e-47,9.8470885169e-22,146.529004
6.9305386108e-01,1.3459546716e-46,-5.8666801539e-47,9.8470885169e-22,146.529004
6.9307386148e-01,1.3538182395e-46,-5.6066342026e-47,9.8470885169e-22,146.529004
6.9309386188e-01,1.3611869069e-46,-5.3457068283e-47,9.8470885169e-22,146.529004
6.9311386228e-01,1.3680601268e-46,-5.0839908837e-47,9.8470885169e-22,146.529004
6.9313386268e-01,1.3744375239e-46,-4.8215791207e-47,9.8470885169e-22,146.529004
6.9315386308e-01,1.3803188939e-46,-4.5585641595e-47,9.8470885169e-22,146.529004
6.9317386348e-01,1.3857042036e-46,-4.2950384568e-47,9.8470885169e-22,146.529004
6.9319386388e-01,1.3905935895e-46,-4.0310942751e-47,9.8470885169e-22,146.529004
6.9321386428e-01,1.3949873573e-46,-3.7668236519e-47,9.8470885169e-22,146.529004
6.9323386468e-01,1.3988859814e-46,-3.5023183690e-47,9.8470885169e-22,146.529004
6.9325386508e-01,1.4022901035e-46,-3.2376699222e-47,9.8470885169e-22,146.529004
6.9327386548e-01,1.4052005324e-46,-2.9729694911e-47,9.8470885169e-22,146.529004
6.9329386588e-01,1.4076182423e-46,-2.7083079089e-47,9.8470885169e-22,146.529004
6.9331386628e-01,1.4095443727e-46,-2.4437756331e-47,9.8470885169e-22,146.529004
6.9333386668e-01,1.4109802264e-46,-2.1794627156e-47,9.8470885169e-22,146.529004
6.9335386708e-01,1.4119272690e-46,-1.9154587740e-47,9.8470885169e-22,146.529004
6.9337386748e-01,1.4123871278e-46,-1.6518529621e-47,9.8470885169e-22,146.529004
6.9339386788e-01,1.4123615901e-46,-1.3887339415e-47,9.8470885169e-22,146.529004
6.9341386828e-01,1.4118526025e-46,-1.1261898534e-47,9.8470885169e-22,146.529004
6.9343386868e-01,1.4108622691e-46,-8.6430829001e-48,9.8470885169e-22,146.529004
6.9345386908e-01,1.4093928507e-46,-6.0317626723e-48,9.8470885169e-22,146.529004
6.9347386948e-01,1.4074467628e-46,-3.4288019692e-48,9.8470885169e-22,146.529004
6.9349386988e-01,1.4050265746e-46,-8.3505859726e-49,9.8470885169e-22,146.529004
6.9351387028e-01,1.4021350075e-46,1.7486162168e-48,9.8470885169e-22,146.529004
6.9353387068e-01,1.3987749331e-46,4.3213780918e-48,9.8470885169e-22,146.529004
6.9355387108e-01,1.3949493722e-46,6.8823897536e-48,9.8470885169e-22,146.529004
6.9357387148e-01,1.3906614929e-46,9.4308212936e-48,9.8470885169e-22,146.529004
6.9359387188e-01,1.3859146087e-46,1.1965850423e-47,9.8470885169e-22,146.529004
6.9361387228e-01,1.3807121773e-46,1.4486662725e-47,9.8470885169e-22,146.529004
6.9363387268e-01,1.3750577984e-46,1.6992451901e-47,9.8470885169e-22,146.529004
6.9365387308e-01,1.3689552121e-46,1.9482420014e-47,9.8470885169e-22,146.529004
